,ID,Acronym,Name,Parent Region,Layer,Ancestors,Graph Order
559,952,EPd,"Endopiriform nucleus, dorsal part",Cerebral cortex,,"['root', 'Basic cell groups and regions', 'Cerebrum', 'Cerebral cortex', 'Cortical subplate', 'Endopiriform nucleus']",559
560,966,EPv,"Endopiriform nucleus, ventral part",Cerebral cortex,,"['root', 'Basic cell groups and regions', 'Cerebrum', 'Cerebral cortex', 'Cortical subplate', 'Endopiriform nucleus']",560
561,131,LA,Lateral amygdalar nucleus,Cerebral cortex,,"['root', 'Basic cell groups and regions', 'Cerebrum', 'Cerebral cortex', 'Cortical subplate']",561
562,295,BLA,Basolateral amygdalar nucleus,Cerebral cortex,,"['root', 'Basic cell groups and regions', 'Cerebrum', 'Cerebral cortex', 'Cortical subplate']",562
563,303,BLAa,"Basolateral amygdalar nucleus, anterior part",Cerebral cortex,,"['root', 'Basic cell groups and regions', 'Cerebrum', 'Cerebral cortex', 'Cortical subplate', 'Basolateral amygdalar nucleus']",563
564,311,BLAp,"Basolateral amygdalar nucleus, posterior part",Cerebral cortex,,"['root', 'Basic cell groups and regions', 'Cerebrum', 'Cerebral cortex', 'Cortical subplate', 'Basolateral amygdalar nucleus']",564
565,451,BLAv,"Basolateral amygdalar nucleus, ventral part",Cerebral cortex,,"['root', 'Basic cell groups and regions', 'Cerebrum', 'Cerebral cortex', 'Cortical subplate', 'Basolateral amygdalar nucleus']",565
566,319,BMA,Basomedial amygdalar nucleus,Cerebral cortex,,"['root', 'Basic cell groups and regions', 'Cerebrum', 'Cerebral cortex', 'Cortical subplate']",566
567,327,BMAa,"Basomedial amygdalar nucleus, anterior part",Cerebral cortex,,"['root', 'Basic cell groups and regions', 'Cerebrum', 'Cerebral cortex', 'Cortical subplate', 'Basomedial amygdalar nucleus']",567
568,334,BMAp,"Basomedial amygdalar nucleus, posterior part",Cerebral cortex,,"['root', 'Basic cell groups and regions', 'Cerebrum', 'Cerebral cortex', 'Cortical subplate', 'Basomedial amygdalar nucleus']",568
569,780,PA,Posterior amygdalar nucleus,Cerebral cortex,,"['root', 'Basic cell groups and regions', 'Cerebrum', 'Cerebral cortex', 'Cortical subplate']",569
570,623,CNU,Cerebral nuclei,Other,,"['root', 'Basic cell groups and regions', 'Cerebrum']",570
571,477,STR,Striatum,Cerebral nuclei,,"['root', 'Basic cell groups and regions', 'Cerebrum', 'Cerebral nuclei']",571
572,485,STRd,Striatum dorsal region,Cerebral nuclei,,"['root', 'Basic cell groups and regions', 'Cerebrum', 'Cerebral nuclei', 'Striatum']",572
573,672,CP,Caudoputamen,Cerebral nuclei,,"['root', 'Basic cell groups and regions', 'Cerebrum', 'Cerebral nuclei', 'Striatum', 'Striatum dorsal region']",573
574,493,STRv,Striatum ventral region,Cerebral nuclei,,"['root', 'Basic cell groups and regions', 'Cerebrum', 'Cerebral nuclei', 'Striatum']",574
575,56,ACB,Nucleus accumbens,Cerebral nuclei,,"['root', 'Basic cell groups and regions', 'Cerebrum', 'Cerebral nuclei', 'Striatum', 'Striatum ventral region']",575
576,998,FS,Fundus of striatum,Cerebral nuclei,,"['root', 'Basic cell groups and regions', 'Cerebrum', 'Cerebral nuclei', 'Striatum', 'Striatum ventral region']",576
577,754,OT,Olfactory tubercle,Cerebral nuclei,,"['root', 'Basic cell groups and regions', 'Cerebrum', 'Cerebral nuclei', 'Striatum', 'Striatum ventral region']",577
578,481,isl,Islands of Calleja,Cerebral nuclei,,"['root', 'Basic cell groups and regions', 'Cerebrum', 'Cerebral nuclei', 'Striatum', 'Striatum ventral region', 'Olfactory tubercle']",578
579,489,islm,Major island of Calleja,Cerebral nuclei,,"['root', 'Basic cell groups and regions', 'Cerebrum', 'Cerebral nuclei', 'Striatum', 'Striatum ventral region', 'Olfactory tubercle']",579
580,144,OT1-3,"Olfactory tubercle, layers 1-3",Cerebral nuclei,,"['root', 'Basic cell groups and regions', 'Cerebrum', 'Cerebral nuclei', 'Striatum', 'Striatum ventral region', 'Olfactory tubercle']",580
581,458,OT1,"Olfactory tubercle, molecular layer",Cerebral nuclei,,"['root', 'Basic cell groups and regions', 'Cerebrum', 'Cerebral nuclei', 'Striatum', 'Striatum ventral region', 'Olfactory tubercle']",581
582,465,OT2,"Olfactory tubercle, pyramidal layer",Cerebral nuclei,,"['root', 'Basic cell groups and regions', 'Cerebrum', 'Cerebral nuclei', 'Striatum', 'Striatum ventral region', 'Olfactory tubercle']",582
583,473,OT3,"Olfactory tubercle, polymorph layer",Cerebral nuclei,,"['root', 'Basic cell groups and regions', 'Cerebrum', 'Cerebral nuclei', 'Striatum', 'Striatum ventral region', 'Olfactory tubercle']",583
584,549009199,LSS,Lateral strip of striatum,Cerebral nuclei,,"['root', 'Basic cell groups and regions', 'Cerebrum', 'Cerebral nuclei', 'Striatum', 'Striatum ventral region']",584
585,275,LSX,Lateral septal complex,Cerebral nuclei,,"['root', 'Basic cell groups and regions', 'Cerebrum', 'Cerebral nuclei', 'Striatum']",585
586,242,LS,Lateral septal nucleus,Cerebral nuclei,,"['root', 'Basic cell groups and regions', 'Cerebrum', 'Cerebral nuclei', 'Striatum', 'Lateral septal complex']",586
587,250,LSc,"Lateral septal nucleus, caudal (caudodorsal) part",Cerebral nuclei,,"['root', 'Basic cell groups and regions', 'Cerebrum', 'Cerebral nuclei', 'Striatum', 'Lateral septal complex', 'Lateral septal nucleus']",587
588,258,LSr,"Lateral septal nucleus, rostral (rostroventral) part",Cerebral nuclei,,"['root', 'Basic cell groups and regions', 'Cerebrum', 'Cerebral nuclei', 'Striatum', 'Lateral septal complex', 'Lateral septal nucleus']",588
589,266,LSv,"Lateral septal nucleus, ventral part",Cerebral nuclei,,"['root', 'Basic cell groups and regions', 'Cerebrum', 'Cerebral nuclei', 'Striatum', 'Lateral septal complex', 'Lateral septal nucleus']",589
590,310,SF,Septofimbrial nucleus,Cerebral nuclei,,"['root', 'Basic cell groups and regions', 'Cerebrum', 'Cerebral nuclei', 'Striatum', 'Lateral septal complex']",590
591,333,SH,Septohippocampal nucleus,Cerebral nuclei,,"['root', 'Basic cell groups and regions', 'Cerebrum', 'Cerebral nuclei', 'Striatum', 'Lateral septal complex']",591
592,278,sAMY,Striatum-like amygdalar nuclei,Cerebral nuclei,,"['root', 'Basic cell groups and regions', 'Cerebrum', 'Cerebral nuclei', 'Striatum']",592
593,23,AAA,Anterior amygdalar area,Cerebral nuclei,,"['root', 'Basic cell groups and regions', 'Cerebrum', 'Cerebral nuclei', 'Striatum', 'Striatum-like amygdalar nuclei']",593
594,292,BA,Bed nucleus of the accessory olfactory tract,Cerebral nuclei,,"['root', 'Basic cell groups and regions', 'Cerebrum', 'Cerebral nuclei', 'Striatum', 'Striatum-like amygdalar nuclei']",594
595,536,CEA,Central amygdalar nucleus,Cerebral nuclei,,"['root', 'Basic cell groups and regions', 'Cerebrum', 'Cerebral nuclei', 'Striatum', 'Striatum-like amygdalar nuclei']",595
596,544,CEAc,"Central amygdalar nucleus, capsular part",Cerebral nuclei,,"['root', 'Basic cell groups and regions', 'Cerebrum', 'Cerebral nuclei', 'Striatum', 'Striatum-like amygdalar nuclei', 'Central amygdalar nucleus']",596
597,551,CEAl,"Central amygdalar nucleus, lateral part",Cerebral nuclei,,"['root', 'Basic cell groups and regions', 'Cerebrum', 'Cerebral nuclei', 'Striatum', 'Striatum-like amygdalar nuclei', 'Central amygdalar nucleus']",597
598,559,CEAm,"Central amygdalar nucleus, medial part",Cerebral nuclei,,"['root', 'Basic cell groups and regions', 'Cerebrum', 'Cerebral nuclei', 'Striatum', 'Striatum-like amygdalar nuclei', 'Central amygdalar nucleus']",598
599,1105,IA,Intercalated amygdalar nucleus,Cerebral nuclei,,"['root', 'Basic cell groups and regions', 'Cerebrum', 'Cerebral nuclei', 'Striatum', 'Striatum-like amygdalar nuclei']",599
600,403,MEA,Medial amygdalar nucleus,Cerebral nuclei,,"['root', 'Basic cell groups and regions', 'Cerebrum', 'Cerebral nuclei', 'Striatum', 'Striatum-like amygdalar nuclei']",600
601,411,MEAad,"Medial amygdalar nucleus, anterodorsal part",Cerebral nuclei,,"['root', 'Basic cell groups and regions', 'Cerebrum', 'Cerebral nuclei', 'Striatum', 'Striatum-like amygdalar nuclei', 'Medial amygdalar nucleus']",601
602,418,MEAav,"Medial amygdalar nucleus, anteroventral part",Cerebral nuclei,,"['root', 'Basic cell groups and regions', 'Cerebrum', 'Cerebral nuclei', 'Striatum', 'Striatum-like amygdalar nuclei', 'Medial amygdalar nucleus']",602
603,426,MEApd,"Medial amygdalar nucleus, posterodorsal part",Cerebral nuclei,,"['root', 'Basic cell groups and regions', 'Cerebrum', 'Cerebral nuclei', 'Striatum', 'Striatum-like amygdalar nuclei', 'Medial amygdalar nucleus']",603
604,472,MEApd-a,"Medial amygdalar nucleus, posterodorsal part, sublayer a",Cerebral nuclei,a,"['root', 'Basic cell groups and regions', 'Cerebrum', 'Cerebral nuclei', 'Striatum', 'Striatum-like amygdalar nuclei', 'Medial amygdalar nucleus', 'Medial amygdalar nucleus, posterodorsal part']",604
605,480,MEApd-b,"Medial amygdalar nucleus, posterodorsal part, sublayer b",Cerebral nuclei,b,"['root', 'Basic cell groups and regions', 'Cerebrum', 'Cerebral nuclei', 'Striatum', 'Striatum-like amygdalar nuclei', 'Medial amygdalar nucleus', 'Medial amygdalar nucleus, posterodorsal part']",605
606,487,MEApd-c,"Medial amygdalar nucleus, posterodorsal part, sublayer c",Cerebral nuclei,,"['root', 'Basic cell groups and regions', 'Cerebrum', 'Cerebral nuclei', 'Striatum', 'Striatum-like amygdalar nuclei', 'Medial amygdalar nucleus', 'Medial amygdalar nucleus, posterodorsal part']",606
607,435,MEApv,"Medial amygdalar nucleus, posteroventral part",Cerebral nuclei,,"['root', 'Basic cell groups and regions', 'Cerebrum', 'Cerebral nuclei', 'Striatum', 'Striatum-like amygdalar nuclei', 'Medial amygdalar nucleus']",607
608,803,PAL,Pallidum,Cerebral nuclei,,"['root', 'Basic cell groups and regions', 'Cerebrum', 'Cerebral nuclei']",608
609,818,PALd,"Pallidum, dorsal region",Cerebral nuclei,,"['root', 'Basic cell groups and regions', 'Cerebrum', 'Cerebral nuclei', 'Pallidum']",609
610,1022,GPe,"Globus pallidus, external segment",Cerebral nuclei,,"['root', 'Basic cell groups and regions', 'Cerebrum', 'Cerebral nuclei', 'Pallidum', 'Pallidum, dorsal region']",610
611,1031,GPi,"Globus pallidus, internal segment",Cerebral nuclei,,"['root', 'Basic cell groups and regions', 'Cerebrum', 'Cerebral nuclei', 'Pallidum', 'Pallidum, dorsal region']",611
612,835,PALv,"Pallidum, ventral region",Cerebral nuclei,,"['root', 'Basic cell groups and regions', 'Cerebrum', 'Cerebral nuclei', 'Pallidum']",612
613,342,SI,Substantia innominata,Cerebral nuclei,,"['root', 'Basic cell groups and regions', 'Cerebrum', 'Cerebral nuclei', 'Pallidum', 'Pallidum, ventral region']",613
614,298,MA,Magnocellular nucleus,Cerebral nuclei,,"['root', 'Basic cell groups and regions', 'Cerebrum', 'Cerebral nuclei', 'Pallidum', 'Pallidum, ventral region']",614
615,826,PALm,"Pallidum, medial region",Cerebral nuclei,,"['root', 'Basic cell groups and regions', 'Cerebrum', 'Cerebral nuclei', 'Pallidum']",615
616,904,MSC,Medial septal complex,Cerebral nuclei,,"['root', 'Basic cell groups and regions', 'Cerebrum', 'Cerebral nuclei', 'Pallidum', 'Pallidum, medial region']",616
617,564,MS,Medial septal nucleus,Cerebral nuclei,,"['root', 'Basic cell groups and regions', 'Cerebrum', 'Cerebral nuclei', 'Pallidum', 'Pallidum, medial region', 'Medial septal complex']",617
618,596,NDB,Diagonal band nucleus,Cerebral nuclei,,"['root', 'Basic cell groups and regions', 'Cerebrum', 'Cerebral nuclei', 'Pallidum', 'Pallidum, medial region', 'Medial septal complex']",618
619,581,TRS,Triangular nucleus of septum,Cerebral nuclei,,"['root', 'Basic cell groups and regions', 'Cerebrum', 'Cerebral nuclei', 'Pallidum', 'Pallidum, medial region']",619
620,809,PALc,"Pallidum, caudal region",Cerebral nuclei,,"['root', 'Basic cell groups and regions', 'Cerebrum', 'Cerebral nuclei', 'Pallidum']",620
621,351,BST,Bed nuclei of the stria terminalis,Cerebral nuclei,,"['root', 'Basic cell groups and regions', 'Cerebrum', 'Cerebral nuclei', 'Pallidum', 'Pallidum, caudal region']",621
622,359,BSTa,"Bed nuclei of the stria terminalis, anterior division",Cerebral nuclei,,"['root', 'Basic cell groups and regions', 'Cerebrum', 'Cerebral nuclei', 'Pallidum', 'Pallidum, caudal region', 'Bed nuclei of the stria terminalis']",622
623,537,BSTal,"Bed nuclei of the stria terminalis, anterior division, anterolateral area",Cerebral nuclei,,"['root', 'Basic cell groups and regions', 'Cerebrum', 'Cerebral nuclei', 'Pallidum', 'Pallidum, caudal region', 'Bed nuclei of the stria terminalis', 'Bed nuclei of the stria terminalis, anterior division']",623
624,498,BSTam,"Bed nuclei of the stria terminalis, anterior division, anteromedial area",Cerebral nuclei,,"['root', 'Basic cell groups and regions', 'Cerebrum', 'Cerebral nuclei', 'Pallidum', 'Pallidum, caudal region', 'Bed nuclei of the stria terminalis', 'Bed nuclei of the stria terminalis, anterior division']",624
625,505,BSTdm,"Bed nuclei of the stria terminalis, anterior division, dorsomedial nucleus",Cerebral nuclei,,"['root', 'Basic cell groups and regions', 'Cerebrum', 'Cerebral nuclei', 'Pallidum', 'Pallidum, caudal region', 'Bed nuclei of the stria terminalis', 'Bed nuclei of the stria terminalis, anterior division']",625
626,513,BSTfu,"Bed nuclei of the stria terminalis, anterior division, fusiform nucleus",Cerebral nuclei,,"['root', 'Basic cell groups and regions', 'Cerebrum', 'Cerebral nuclei', 'Pallidum', 'Pallidum, caudal region', 'Bed nuclei of the stria terminalis', 'Bed nuclei of the stria terminalis, anterior division']",626
627,546,BSTju,"Bed nuclei of the stria terminalis, anterior division, juxtacapsular nucleus",Cerebral nuclei,,"['root', 'Basic cell groups and regions', 'Cerebrum', 'Cerebral nuclei', 'Pallidum', 'Pallidum, caudal region', 'Bed nuclei of the stria terminalis', 'Bed nuclei of the stria terminalis, anterior division']",627
628,521,BSTmg,"Bed nuclei of the stria terminalis, anterior division, magnocellular nucleus",Cerebral nuclei,,"['root', 'Basic cell groups and regions', 'Cerebrum', 'Cerebral nuclei', 'Pallidum', 'Pallidum, caudal region', 'Bed nuclei of the stria terminalis', 'Bed nuclei of the stria terminalis, anterior division']",628
629,554,BSTov,"Bed nuclei of the stria terminalis, anterior division, oval nucleus",Cerebral nuclei,,"['root', 'Basic cell groups and regions', 'Cerebrum', 'Cerebral nuclei', 'Pallidum', 'Pallidum, caudal region', 'Bed nuclei of the stria terminalis', 'Bed nuclei of the stria terminalis, anterior division']",629
630,562,BSTrh,"Bed nuclei of the stria terminalis, anterior division, rhomboid nucleus",Cerebral nuclei,,"['root', 'Basic cell groups and regions', 'Cerebrum', 'Cerebral nuclei', 'Pallidum', 'Pallidum, caudal region', 'Bed nuclei of the stria terminalis', 'Bed nuclei of the stria terminalis, anterior division']",630
631,529,BSTv,"Bed nuclei of the stria terminalis, anterior division, ventral nucleus",Cerebral nuclei,,"['root', 'Basic cell groups and regions', 'Cerebrum', 'Cerebral nuclei', 'Pallidum', 'Pallidum, caudal region', 'Bed nuclei of the stria terminalis', 'Bed nuclei of the stria terminalis, anterior division']",631
632,367,BSTp,"Bed nuclei of the stria terminalis, posterior division",Cerebral nuclei,,"['root', 'Basic cell groups and regions', 'Cerebrum', 'Cerebral nuclei', 'Pallidum', 'Pallidum, caudal region', 'Bed nuclei of the stria terminalis']",632
633,569,BSTd,"Bed nuclei of the stria terminalis, posterior division, dorsal nucleus",Cerebral nuclei,,"['root', 'Basic cell groups and regions', 'Cerebrum', 'Cerebral nuclei', 'Pallidum', 'Pallidum, caudal region', 'Bed nuclei of the stria terminalis', 'Bed nuclei of the stria terminalis, posterior division']",633
634,578,BSTpr,"Bed nuclei of the stria terminalis, posterior division, principal nucleus",Cerebral nuclei,,"['root', 'Basic cell groups and regions', 'Cerebrum', 'Cerebral nuclei', 'Pallidum', 'Pallidum, caudal region', 'Bed nuclei of the stria terminalis', 'Bed nuclei of the stria terminalis, posterior division']",634
635,585,BSTif,"Bed nuclei of the stria terminalis, posterior division, interfascicular nucleus",Cerebral nuclei,,"['root', 'Basic cell groups and regions', 'Cerebrum', 'Cerebral nuclei', 'Pallidum', 'Pallidum, caudal region', 'Bed nuclei of the stria terminalis', 'Bed nuclei of the stria terminalis, posterior division']",635
636,594,BSTtr,"Bed nuclei of the stria terminalis, posterior division, transverse nucleus",Cerebral nuclei,,"['root', 'Basic cell groups and regions', 'Cerebrum', 'Cerebral nuclei', 'Pallidum', 'Pallidum, caudal region', 'Bed nuclei of the stria terminalis', 'Bed nuclei of the stria terminalis, posterior division']",636
637,602,BSTse,"Bed nuclei of the stria terminalis, posterior division, strial extension",Cerebral nuclei,,"['root', 'Basic cell groups and regions', 'Cerebrum', 'Cerebral nuclei', 'Pallidum', 'Pallidum, caudal region', 'Bed nuclei of the stria terminalis', 'Bed nuclei of the stria terminalis, posterior division']",637
638,287,BAC,Bed nucleus of the anterior commissure,Cerebral nuclei,,"['root', 'Basic cell groups and regions', 'Cerebrum', 'Cerebral nuclei', 'Pallidum', 'Pallidum, caudal region']",638
639,343,BS,Brain stem,Other,,"['root', 'Basic cell groups and regions']",639
640,1129,IB,Interbrain,Other,,"['root', 'Basic cell groups and regions', 'Brain stem']",640
641,549,TH,Thalamus,Interbrain,,"['root', 'Basic cell groups and regions', 'Brain stem', 'Interbrain']",641
642,864,DORsm,"Thalamus, sensory-motor cortex related",Interbrain,,"['root', 'Basic cell groups and regions', 'Brain stem', 'Interbrain', 'Thalamus']",642
643,637,VENT,Ventral group of the dorsal thalamus,Interbrain,,"['root', 'Basic cell groups and regions', 'Brain stem', 'Interbrain', 'Thalamus', 'Thalamus, sensory-motor cortex related']",643
644,629,VAL,Ventral anterior-lateral complex of the thalamus,Interbrain,,"['root', 'Basic cell groups and regions', 'Brain stem', 'Interbrain', 'Thalamus', 'Thalamus, sensory-motor cortex related', 'Ventral group of the dorsal thalamus']",644
645,685,VM,Ventral medial nucleus of the thalamus,Interbrain,,"['root', 'Basic cell groups and regions', 'Brain stem', 'Interbrain', 'Thalamus', 'Thalamus, sensory-motor cortex related', 'Ventral group of the dorsal thalamus']",645
646,709,VP,Ventral posterior complex of the thalamus,Interbrain,,"['root', 'Basic cell groups and regions', 'Brain stem', 'Interbrain', 'Thalamus', 'Thalamus, sensory-motor cortex related', 'Ventral group of the dorsal thalamus']",646
647,718,VPL,Ventral posterolateral nucleus of the thalamus,Interbrain,,"['root', 'Basic cell groups and regions', 'Brain stem', 'Interbrain', 'Thalamus', 'Thalamus, sensory-motor cortex related', 'Ventral group of the dorsal thalamus', 'Ventral posterior complex of the thalamus']",647
648,725,VPLpc,"Ventral posterolateral nucleus of the thalamus, parvicellular part",Interbrain,,"['root', 'Basic cell groups and regions', 'Brain stem', 'Interbrain', 'Thalamus', 'Thalamus, sensory-motor cortex related', 'Ventral group of the dorsal thalamus', 'Ventral posterior complex of the thalamus']",648
649,733,VPM,Ventral posteromedial nucleus of the thalamus,Interbrain,,"['root', 'Basic cell groups and regions', 'Brain stem', 'Interbrain', 'Thalamus', 'Thalamus, sensory-motor cortex related', 'Ventral group of the dorsal thalamus', 'Ventral posterior complex of the thalamus']",649
650,741,VPMpc,"Ventral posteromedial nucleus of the thalamus, parvicellular part",Interbrain,,"['root', 'Basic cell groups and regions', 'Brain stem', 'Interbrain', 'Thalamus', 'Thalamus, sensory-motor cortex related', 'Ventral group of the dorsal thalamus', 'Ventral posterior complex of the thalamus']",650
651,563807435,PoT,Posterior triangular thalamic nucleus,Interbrain,,"['root', 'Basic cell groups and regions', 'Brain stem', 'Interbrain', 'Thalamus', 'Thalamus, sensory-motor cortex related', 'Ventral group of the dorsal thalamus']",651
652,406,SPF,Subparafascicular nucleus,Interbrain,,"['root', 'Basic cell groups and regions', 'Brain stem', 'Interbrain', 'Thalamus', 'Thalamus, sensory-motor cortex related']",652
653,414,SPFm,"Subparafascicular nucleus, magnocellular part",Interbrain,,"['root', 'Basic cell groups and regions', 'Brain stem', 'Interbrain', 'Thalamus', 'Thalamus, sensory-motor cortex related', 'Subparafascicular nucleus']",653
654,422,SPFp,"Subparafascicular nucleus, parvicellular part",Interbrain,,"['root', 'Basic cell groups and regions', 'Brain stem', 'Interbrain', 'Thalamus', 'Thalamus, sensory-motor cortex related', 'Subparafascicular nucleus']",654
655,609,SPA,Subparafascicular area,Interbrain,,"['root', 'Basic cell groups and regions', 'Brain stem', 'Interbrain', 'Thalamus', 'Thalamus, sensory-motor cortex related']",655
656,1044,PP,Peripeduncular nucleus,Interbrain,,"['root', 'Basic cell groups and regions', 'Brain stem', 'Interbrain', 'Thalamus', 'Thalamus, sensory-motor cortex related']",656
657,1008,GENd,"Geniculate group, dorsal thalamus",Interbrain,,"['root', 'Basic cell groups and regions', 'Brain stem', 'Interbrain', 'Thalamus', 'Thalamus, sensory-motor cortex related']",657
658,475,MG,Medial geniculate complex,Interbrain,,"['root', 'Basic cell groups and regions', 'Brain stem', 'Interbrain', 'Thalamus', 'Thalamus, sensory-motor cortex related', 'Geniculate group, dorsal thalamus']",658
659,1072,MGd,"Medial geniculate complex, dorsal part",Interbrain,,"['root', 'Basic cell groups and regions', 'Brain stem', 'Interbrain', 'Thalamus', 'Thalamus, sensory-motor cortex related', 'Geniculate group, dorsal thalamus', 'Medial geniculate complex']",659
660,1079,MGv,"Medial geniculate complex, ventral part",Interbrain,,"['root', 'Basic cell groups and regions', 'Brain stem', 'Interbrain', 'Thalamus', 'Thalamus, sensory-motor cortex related', 'Geniculate group, dorsal thalamus', 'Medial geniculate complex']",660
661,1088,MGm,"Medial geniculate complex, medial part",Interbrain,,"['root', 'Basic cell groups and regions', 'Brain stem', 'Interbrain', 'Thalamus', 'Thalamus, sensory-motor cortex related', 'Geniculate group, dorsal thalamus', 'Medial geniculate complex']",661
662,170,LGd,Dorsal part of the lateral geniculate complex,Interbrain,,"['root', 'Basic cell groups and regions', 'Brain stem', 'Interbrain', 'Thalamus', 'Thalamus, sensory-motor cortex related', 'Geniculate group, dorsal thalamus']",662
663,496345664,LGd-sh,"Dorsal part of the lateral geniculate complex, shell",Interbrain,,"['root', 'Basic cell groups and regions', 'Brain stem', 'Interbrain', 'Thalamus', 'Thalamus, sensory-motor cortex related', 'Geniculate group, dorsal thalamus', 'Dorsal part of the lateral geniculate complex']",663
664,496345668,LGd-co,"Dorsal part of the lateral geniculate complex, core",Interbrain,,"['root', 'Basic cell groups and regions', 'Brain stem', 'Interbrain', 'Thalamus', 'Thalamus, sensory-motor cortex related', 'Geniculate group, dorsal thalamus', 'Dorsal part of the lateral geniculate complex']",664
665,496345672,LGd-ip,"Dorsal part of the lateral geniculate complex, ipsilateral zone",Interbrain,,"['root', 'Basic cell groups and regions', 'Brain stem', 'Interbrain', 'Thalamus', 'Thalamus, sensory-motor cortex related', 'Geniculate group, dorsal thalamus', 'Dorsal part of the lateral geniculate complex']",665
666,856,DORpm,"Thalamus, polymodal association cortex related",Interbrain,,"['root', 'Basic cell groups and regions', 'Brain stem', 'Interbrain', 'Thalamus']",666
667,138,LAT,Lateral group of the dorsal thalamus,Interbrain,,"['root', 'Basic cell groups and regions', 'Brain stem', 'Interbrain', 'Thalamus', 'Thalamus, polymodal association cortex related']",667
668,218,LP,Lateral posterior nucleus of the thalamus,Interbrain,,"['root', 'Basic cell groups and regions', 'Brain stem', 'Interbrain', 'Thalamus', 'Thalamus, polymodal association cortex related', 'Lateral group of the dorsal thalamus']",668
669,1020,PO,Posterior complex of the thalamus,Interbrain,,"['root', 'Basic cell groups and regions', 'Brain stem', 'Interbrain', 'Thalamus', 'Thalamus, polymodal association cortex related', 'Lateral group of the dorsal thalamus']",669
670,1029,POL,Posterior limiting nucleus of the thalamus,Interbrain,,"['root', 'Basic cell groups and regions', 'Brain stem', 'Interbrain', 'Thalamus', 'Thalamus, polymodal association cortex related', 'Lateral group of the dorsal thalamus']",670
671,325,SGN,Suprageniculate nucleus,Interbrain,,"['root', 'Basic cell groups and regions', 'Brain stem', 'Interbrain', 'Thalamus', 'Thalamus, polymodal association cortex related', 'Lateral group of the dorsal thalamus']",671
672,560581551,Eth,Ethmoid nucleus of the thalamus,Interbrain,,"['root', 'Basic cell groups and regions', 'Brain stem', 'Interbrain', 'Thalamus', 'Thalamus, polymodal association cortex related', 'Lateral group of the dorsal thalamus']",672
673,560581555,REth,Retroethmoid nucleus,Interbrain,,"['root', 'Basic cell groups and regions', 'Brain stem', 'Interbrain', 'Thalamus', 'Thalamus, polymodal association cortex related', 'Lateral group of the dorsal thalamus']",673
674,239,ATN,Anterior group of the dorsal thalamus,Interbrain,,"['root', 'Basic cell groups and regions', 'Brain stem', 'Interbrain', 'Thalamus', 'Thalamus, polymodal association cortex related']",674
675,255,AV,Anteroventral nucleus of thalamus,Interbrain,,"['root', 'Basic cell groups and regions', 'Brain stem', 'Interbrain', 'Thalamus', 'Thalamus, polymodal association cortex related', 'Anterior group of the dorsal thalamus']",675
676,127,AM,Anteromedial nucleus,Interbrain,,"['root', 'Basic cell groups and regions', 'Brain stem', 'Interbrain', 'Thalamus', 'Thalamus, polymodal association cortex related', 'Anterior group of the dorsal thalamus']",676
677,1096,AMd,"Anteromedial nucleus, dorsal part",Interbrain,,"['root', 'Basic cell groups and regions', 'Brain stem', 'Interbrain', 'Thalamus', 'Thalamus, polymodal association cortex related', 'Anterior group of the dorsal thalamus', 'Anteromedial nucleus']",677
678,1104,AMv,"Anteromedial nucleus, ventral part",Interbrain,,"['root', 'Basic cell groups and regions', 'Brain stem', 'Interbrain', 'Thalamus', 'Thalamus, polymodal association cortex related', 'Anterior group of the dorsal thalamus', 'Anteromedial nucleus']",678
679,64,AD,Anterodorsal nucleus,Interbrain,,"['root', 'Basic cell groups and regions', 'Brain stem', 'Interbrain', 'Thalamus', 'Thalamus, polymodal association cortex related', 'Anterior group of the dorsal thalamus']",679
680,1120,IAM,Interanteromedial nucleus of the thalamus,Interbrain,,"['root', 'Basic cell groups and regions', 'Brain stem', 'Interbrain', 'Thalamus', 'Thalamus, polymodal association cortex related', 'Anterior group of the dorsal thalamus']",680
681,1113,IAD,Interanterodorsal nucleus of the thalamus,Interbrain,,"['root', 'Basic cell groups and regions', 'Brain stem', 'Interbrain', 'Thalamus', 'Thalamus, polymodal association cortex related', 'Anterior group of the dorsal thalamus']",681
682,155,LD,Lateral dorsal nucleus of thalamus,Interbrain,,"['root', 'Basic cell groups and regions', 'Brain stem', 'Interbrain', 'Thalamus', 'Thalamus, polymodal association cortex related', 'Anterior group of the dorsal thalamus']",682
683,444,MED,Medial group of the dorsal thalamus,Interbrain,,"['root', 'Basic cell groups and regions', 'Brain stem', 'Interbrain', 'Thalamus', 'Thalamus, polymodal association cortex related']",683
684,59,IMD,Intermediodorsal nucleus of the thalamus,Interbrain,,"['root', 'Basic cell groups and regions', 'Brain stem', 'Interbrain', 'Thalamus', 'Thalamus, polymodal association cortex related', 'Medial group of the dorsal thalamus']",684
685,362,MD,Mediodorsal nucleus of thalamus,Interbrain,,"['root', 'Basic cell groups and regions', 'Brain stem', 'Interbrain', 'Thalamus', 'Thalamus, polymodal association cortex related', 'Medial group of the dorsal thalamus']",685
686,617,MDc,"Mediodorsal nucleus of the thalamus, central part",Interbrain,,"['root', 'Basic cell groups and regions', 'Brain stem', 'Interbrain', 'Thalamus', 'Thalamus, polymodal association cortex related', 'Medial group of the dorsal thalamus', 'Mediodorsal nucleus of thalamus']",686
