,ID,Acronym,Name,Parent Region,Layer,Ancestors,Graph Order
687,626,MDl,"Mediodorsal nucleus of the thalamus, lateral part",Interbrain,,"['root', 'Basic cell groups and regions', 'Brain stem', 'Interbrain', 'Thalamus', 'Thalamus, polymodal association cortex related', 'Medial group of the dorsal thalamus', 'Mediodorsal nucleus of thalamus']",687
688,636,MDm,"Mediodorsal nucleus of the thalamus, medial part",Interbrain,,"['root', 'Basic cell groups and regions', 'Brain stem', 'Interbrain', 'Thalamus', 'Thalamus, polymodal association cortex related', 'Medial group of the dorsal thalamus', 'Mediodorsal nucleus of thalamus']",688
689,366,SMT,Submedial nucleus of the thalamus,Interbrain,,"['root', 'Basic cell groups and regions', 'Brain stem', 'Interbrain', 'Thalamus', 'Thalamus, polymodal association cortex related', 'Medial group of the dorsal thalamus']",689
690,1077,PR,Perireunensis nucleus,Interbrain,,"['root', 'Basic cell groups and regions', 'Brain stem', 'Interbrain', 'Thalamus', 'Thalamus, polymodal association cortex related', 'Medial group of the dorsal thalamus']",690
691,571,MTN,Midline group of the dorsal thalamus,Interbrain,,"['root', 'Basic cell groups and regions', 'Brain stem', 'Interbrain', 'Thalamus', 'Thalamus, polymodal association cortex related']",691
692,149,PVT,Paraventricular nucleus of the thalamus,Interbrain,,"['root', 'Basic cell groups and regions', 'Brain stem', 'Interbrain', 'Thalamus', 'Thalamus, polymodal association cortex related', 'Midline group of the dorsal thalamus']",692
693,15,PT,Parataenial nucleus,Interbrain,,"['root', 'Basic cell groups and regions', 'Brain stem', 'Interbrain', 'Thalamus', 'Thalamus, polymodal association cortex related', 'Midline group of the dorsal thalamus']",693
694,181,RE,Nucleus of reuniens,Interbrain,,"['root', 'Basic cell groups and regions', 'Brain stem', 'Interbrain', 'Thalamus', 'Thalamus, polymodal association cortex related', 'Midline group of the dorsal thalamus']",694
695,560581559,Xi,Xiphoid thalamic nucleus,Interbrain,,"['root', 'Basic cell groups and regions', 'Brain stem', 'Interbrain', 'Thalamus', 'Thalamus, polymodal association cortex related', 'Midline group of the dorsal thalamus']",695
696,51,ILM,Intralaminar nuclei of the dorsal thalamus,Interbrain,,"['root', 'Basic cell groups and regions', 'Brain stem', 'Interbrain', 'Thalamus', 'Thalamus, polymodal association cortex related']",696
697,189,RH,Rhomboid nucleus,Interbrain,,"['root', 'Basic cell groups and regions', 'Brain stem', 'Interbrain', 'Thalamus', 'Thalamus, polymodal association cortex related', 'Intralaminar nuclei of the dorsal thalamus']",697
698,599,CM,Central medial nucleus of the thalamus,Interbrain,,"['root', 'Basic cell groups and regions', 'Brain stem', 'Interbrain', 'Thalamus', 'Thalamus, polymodal association cortex related', 'Intralaminar nuclei of the dorsal thalamus']",698
699,907,PCN,Paracentral nucleus,Interbrain,,"['root', 'Basic cell groups and regions', 'Brain stem', 'Interbrain', 'Thalamus', 'Thalamus, polymodal association cortex related', 'Intralaminar nuclei of the dorsal thalamus']",699
700,575,CL,Central lateral nucleus of the thalamus,Interbrain,,"['root', 'Basic cell groups and regions', 'Brain stem', 'Interbrain', 'Thalamus', 'Thalamus, polymodal association cortex related', 'Intralaminar nuclei of the dorsal thalamus']",700
701,930,PF,Parafascicular nucleus,Interbrain,,"['root', 'Basic cell groups and regions', 'Brain stem', 'Interbrain', 'Thalamus', 'Thalamus, polymodal association cortex related', 'Intralaminar nuclei of the dorsal thalamus']",701
702,560581563,PIL,Posterior intralaminar thalamic nucleus,Interbrain,,"['root', 'Basic cell groups and regions', 'Brain stem', 'Interbrain', 'Thalamus', 'Thalamus, polymodal association cortex related', 'Intralaminar nuclei of the dorsal thalamus']",702
703,262,RT,Reticular nucleus of the thalamus,Interbrain,,"['root', 'Basic cell groups and regions', 'Brain stem', 'Interbrain', 'Thalamus', 'Thalamus, polymodal association cortex related']",703
704,1014,GENv,"Geniculate group, ventral thalamus",Interbrain,,"['root', 'Basic cell groups and regions', 'Brain stem', 'Interbrain', 'Thalamus', 'Thalamus, polymodal association cortex related']",704
705,27,IGL,Intergeniculate leaflet of the lateral geniculate complex,Interbrain,,"['root', 'Basic cell groups and regions', 'Brain stem', 'Interbrain', 'Thalamus', 'Thalamus, polymodal association cortex related', 'Geniculate group, ventral thalamus']",705
706,563807439,IntG,Intermediate geniculate nucleus,Interbrain,,"['root', 'Basic cell groups and regions', 'Brain stem', 'Interbrain', 'Thalamus', 'Thalamus, polymodal association cortex related', 'Geniculate group, ventral thalamus']",706
707,178,LGv,Ventral part of the lateral geniculate complex,Interbrain,,"['root', 'Basic cell groups and regions', 'Brain stem', 'Interbrain', 'Thalamus', 'Thalamus, polymodal association cortex related', 'Geniculate group, ventral thalamus']",707
708,300,LGvl,"Ventral part of the lateral geniculate complex, lateral zone",Interbrain,,"['root', 'Basic cell groups and regions', 'Brain stem', 'Interbrain', 'Thalamus', 'Thalamus, polymodal association cortex related', 'Geniculate group, ventral thalamus', 'Ventral part of the lateral geniculate complex']",708
709,316,LGvm,"Ventral part of the lateral geniculate complex, medial zone",Interbrain,,"['root', 'Basic cell groups and regions', 'Brain stem', 'Interbrain', 'Thalamus', 'Thalamus, polymodal association cortex related', 'Geniculate group, ventral thalamus', 'Ventral part of the lateral geniculate complex']",709
710,321,SubG,Subgeniculate nucleus,Interbrain,,"['root', 'Basic cell groups and regions', 'Brain stem', 'Interbrain', 'Thalamus', 'Thalamus, polymodal association cortex related', 'Geniculate group, ventral thalamus']",710
711,958,EPI,Epithalamus,Interbrain,,"['root', 'Basic cell groups and regions', 'Brain stem', 'Interbrain', 'Thalamus', 'Thalamus, polymodal association cortex related']",711
712,483,MH,Medial habenula,Interbrain,,"['root', 'Basic cell groups and regions', 'Brain stem', 'Interbrain', 'Thalamus', 'Thalamus, polymodal association cortex related', 'Epithalamus']",712
713,186,LH,Lateral habenula,Interbrain,,"['root', 'Basic cell groups and regions', 'Brain stem', 'Interbrain', 'Thalamus', 'Thalamus, polymodal association cortex related', 'Epithalamus']",713
714,953,PIN,Pineal body,Interbrain,,"['root', 'Basic cell groups and regions', 'Brain stem', 'Interbrain', 'Thalamus', 'Thalamus, polymodal association cortex related', 'Epithalamus']",714
715,1097,HY,Hypothalamus,Interbrain,,"['root', 'Basic cell groups and regions', 'Brain stem', 'Interbrain']",715
716,157,PVZ,Periventricular zone,Interbrain,,"['root', 'Basic cell groups and regions', 'Brain stem', 'Interbrain', 'Hypothalamus']",716
717,390,SO,Supraoptic nucleus,Interbrain,,"['root', 'Basic cell groups and regions', 'Brain stem', 'Interbrain', 'Hypothalamus', 'Periventricular zone']",717
718,332,ASO,Accessory supraoptic group,Interbrain,,"['root', 'Basic cell groups and regions', 'Brain stem', 'Interbrain', 'Hypothalamus', 'Periventricular zone']",718
719,432,NC,Nucleus circularis,Interbrain,,"['root', 'Basic cell groups and regions', 'Brain stem', 'Interbrain', 'Hypothalamus', 'Periventricular zone', 'Accessory supraoptic group']",719
720,38,PVH,Paraventricular hypothalamic nucleus,Interbrain,,"['root', 'Basic cell groups and regions', 'Brain stem', 'Interbrain', 'Hypothalamus', 'Periventricular zone']",720
721,71,PVHm,"Paraventricular hypothalamic nucleus, magnocellular division",Interbrain,,"['root', 'Basic cell groups and regions', 'Brain stem', 'Interbrain', 'Hypothalamus', 'Periventricular zone', 'Paraventricular hypothalamic nucleus']",721
722,47,PVHam,"Paraventricular hypothalamic nucleus, magnocellular division, anterior magnocellular part",Interbrain,,"['root', 'Basic cell groups and regions', 'Brain stem', 'Interbrain', 'Hypothalamus', 'Periventricular zone', 'Paraventricular hypothalamic nucleus', 'Paraventricular hypothalamic nucleus, magnocellular division']",722
723,79,PVHmm,"Paraventricular hypothalamic nucleus, magnocellular division, medial magnocellular part",Interbrain,,"['root', 'Basic cell groups and regions', 'Brain stem', 'Interbrain', 'Hypothalamus', 'Periventricular zone', 'Paraventricular hypothalamic nucleus', 'Paraventricular hypothalamic nucleus, magnocellular division']",723
724,103,PVHpm,"Paraventricular hypothalamic nucleus, magnocellular division, posterior magnocellular part",Interbrain,,"['root', 'Basic cell groups and regions', 'Brain stem', 'Interbrain', 'Hypothalamus', 'Periventricular zone', 'Paraventricular hypothalamic nucleus', 'Paraventricular hypothalamic nucleus, magnocellular division']",724
725,652,PVHpml,"Paraventricular hypothalamic nucleus, magnocellular division, posterior magnocellular part, lateral zone",Interbrain,,"['root', 'Basic cell groups and regions', 'Brain stem', 'Interbrain', 'Hypothalamus', 'Periventricular zone', 'Paraventricular hypothalamic nucleus', 'Paraventricular hypothalamic nucleus, magnocellular division', 'Paraventricular hypothalamic nucleus, magnocellular division, posterior magnocellular part']",725
726,660,PVHpmm,"Paraventricular hypothalamic nucleus, magnocellular division, posterior magnocellular part, medial zone",Interbrain,,"['root', 'Basic cell groups and regions', 'Brain stem', 'Interbrain', 'Hypothalamus', 'Periventricular zone', 'Paraventricular hypothalamic nucleus', 'Paraventricular hypothalamic nucleus, magnocellular division', 'Paraventricular hypothalamic nucleus, magnocellular division, posterior magnocellular part']",726
727,94,PVHp,"Paraventricular hypothalamic nucleus, parvicellular division",Interbrain,,"['root', 'Basic cell groups and regions', 'Brain stem', 'Interbrain', 'Hypothalamus', 'Periventricular zone', 'Paraventricular hypothalamic nucleus']",727
728,55,PVHap,"Paraventricular hypothalamic nucleus, parvicellular division, anterior parvicellular part",Interbrain,,"['root', 'Basic cell groups and regions', 'Brain stem', 'Interbrain', 'Hypothalamus', 'Periventricular zone', 'Paraventricular hypothalamic nucleus', 'Paraventricular hypothalamic nucleus, parvicellular division']",728
729,87,PVHmpd,"Paraventricular hypothalamic nucleus, parvicellular division, medial parvicellular part, dorsal zone",Interbrain,,"['root', 'Basic cell groups and regions', 'Brain stem', 'Interbrain', 'Hypothalamus', 'Periventricular zone', 'Paraventricular hypothalamic nucleus', 'Paraventricular hypothalamic nucleus, parvicellular division']",729
730,110,PVHpv,"Paraventricular hypothalamic nucleus, parvicellular division, periventricular part",Interbrain,,"['root', 'Basic cell groups and regions', 'Brain stem', 'Interbrain', 'Hypothalamus', 'Periventricular zone', 'Paraventricular hypothalamic nucleus', 'Paraventricular hypothalamic nucleus, parvicellular division']",730
731,30,PVa,"Periventricular hypothalamic nucleus, anterior part",Interbrain,,"['root', 'Basic cell groups and regions', 'Brain stem', 'Interbrain', 'Hypothalamus', 'Periventricular zone']",731
732,118,PVi,"Periventricular hypothalamic nucleus, intermediate part",Interbrain,,"['root', 'Basic cell groups and regions', 'Brain stem', 'Interbrain', 'Hypothalamus', 'Periventricular zone']",732
733,223,ARH,Arcuate hypothalamic nucleus,Interbrain,,"['root', 'Basic cell groups and regions', 'Brain stem', 'Interbrain', 'Hypothalamus', 'Periventricular zone']",733
734,141,PVR,Periventricular region,Interbrain,,"['root', 'Basic cell groups and regions', 'Brain stem', 'Interbrain', 'Hypothalamus']",734
735,72,ADP,Anterodorsal preoptic nucleus,Interbrain,,"['root', 'Basic cell groups and regions', 'Brain stem', 'Interbrain', 'Hypothalamus', 'Periventricular region']",735
736,80,AHA,Anterior hypothalamic area,Interbrain,,"['root', 'Basic cell groups and regions', 'Brain stem', 'Interbrain', 'Hypothalamus', 'Periventricular region']",736
737,263,AVP,Anteroventral preoptic nucleus,Interbrain,,"['root', 'Basic cell groups and regions', 'Brain stem', 'Interbrain', 'Hypothalamus', 'Periventricular region']",737
738,272,AVPV,Anteroventral periventricular nucleus,Interbrain,,"['root', 'Basic cell groups and regions', 'Brain stem', 'Interbrain', 'Hypothalamus', 'Periventricular region']",738
739,830,DMH,Dorsomedial nucleus of the hypothalamus,Interbrain,,"['root', 'Basic cell groups and regions', 'Brain stem', 'Interbrain', 'Hypothalamus', 'Periventricular region']",739
740,668,DMHa,"Dorsomedial nucleus of the hypothalamus, anterior part",Interbrain,,"['root', 'Basic cell groups and regions', 'Brain stem', 'Interbrain', 'Hypothalamus', 'Periventricular region', 'Dorsomedial nucleus of the hypothalamus']",740
741,676,DMHp,"Dorsomedial nucleus of the hypothalamus, posterior part",Interbrain,,"['root', 'Basic cell groups and regions', 'Brain stem', 'Interbrain', 'Hypothalamus', 'Periventricular region', 'Dorsomedial nucleus of the hypothalamus']",741
742,684,DMHv,"Dorsomedial nucleus of the hypothalamus, ventral part",Interbrain,,"['root', 'Basic cell groups and regions', 'Brain stem', 'Interbrain', 'Hypothalamus', 'Periventricular region', 'Dorsomedial nucleus of the hypothalamus']",742
743,452,MEPO,Median preoptic nucleus,Interbrain,,"['root', 'Basic cell groups and regions', 'Brain stem', 'Interbrain', 'Hypothalamus', 'Periventricular region']",743
744,523,MPO,Medial preoptic area,Interbrain,,"['root', 'Basic cell groups and regions', 'Brain stem', 'Interbrain', 'Hypothalamus', 'Periventricular region']",744
745,763,OV,Vascular organ of the lamina terminalis,Interbrain,,"['root', 'Basic cell groups and regions', 'Brain stem', 'Interbrain', 'Hypothalamus', 'Periventricular region']",745
746,914,PD,Posterodorsal preoptic nucleus,Interbrain,,"['root', 'Basic cell groups and regions', 'Brain stem', 'Interbrain', 'Hypothalamus', 'Periventricular region']",746
747,1109,PS,Parastrial nucleus,Interbrain,,"['root', 'Basic cell groups and regions', 'Brain stem', 'Interbrain', 'Hypothalamus', 'Periventricular region']",747
748,1124,PSCH,Suprachiasmatic preoptic nucleus,Interbrain,,"['root', 'Basic cell groups and regions', 'Brain stem', 'Interbrain', 'Hypothalamus', 'Periventricular region']",748
749,126,PVp,"Periventricular hypothalamic nucleus, posterior part",Interbrain,,"['root', 'Basic cell groups and regions', 'Brain stem', 'Interbrain', 'Hypothalamus', 'Periventricular region']",749
750,133,PVpo,"Periventricular hypothalamic nucleus, preoptic part",Interbrain,,"['root', 'Basic cell groups and regions', 'Brain stem', 'Interbrain', 'Hypothalamus', 'Periventricular region']",750
751,347,SBPV,Subparaventricular zone,Interbrain,,"['root', 'Basic cell groups and regions', 'Brain stem', 'Interbrain', 'Hypothalamus', 'Periventricular region']",751
752,286,SCH,Suprachiasmatic nucleus,Interbrain,,"['root', 'Basic cell groups and regions', 'Brain stem', 'Interbrain', 'Hypothalamus', 'Periventricular region']",752
753,338,SFO,Subfornical organ,Interbrain,,"['root', 'Basic cell groups and regions', 'Brain stem', 'Interbrain', 'Hypothalamus', 'Periventricular region']",753
754,576073699,VMPO,Ventromedial preoptic nucleus,Interbrain,,"['root', 'Basic cell groups and regions', 'Brain stem', 'Interbrain', 'Hypothalamus', 'Periventricular region']",754
755,689,VLPO,Ventrolateral preoptic nucleus,Interbrain,,"['root', 'Basic cell groups and regions', 'Brain stem', 'Interbrain', 'Hypothalamus', 'Periventricular region']",755
756,467,MEZ,Hypothalamic medial zone,Interbrain,,"['root', 'Basic cell groups and regions', 'Brain stem', 'Interbrain', 'Hypothalamus']",756
757,88,AHN,Anterior hypothalamic nucleus,Interbrain,,"['root', 'Basic cell groups and regions', 'Brain stem', 'Interbrain', 'Hypothalamus', 'Hypothalamic medial zone']",757
758,700,AHNa,"Anterior hypothalamic nucleus, anterior part",Interbrain,,"['root', 'Basic cell groups and regions', 'Brain stem', 'Interbrain', 'Hypothalamus', 'Hypothalamic medial zone', 'Anterior hypothalamic nucleus']",758
759,708,AHNc,"Anterior hypothalamic nucleus, central part",Interbrain,,"['root', 'Basic cell groups and regions', 'Brain stem', 'Interbrain', 'Hypothalamus', 'Hypothalamic medial zone', 'Anterior hypothalamic nucleus']",759
760,716,AHNd,"Anterior hypothalamic nucleus, dorsal part",Interbrain,,"['root', 'Basic cell groups and regions', 'Brain stem', 'Interbrain', 'Hypothalamus', 'Hypothalamic medial zone', 'Anterior hypothalamic nucleus']",760
761,724,AHNp,"Anterior hypothalamic nucleus, posterior part",Interbrain,,"['root', 'Basic cell groups and regions', 'Brain stem', 'Interbrain', 'Hypothalamus', 'Hypothalamic medial zone', 'Anterior hypothalamic nucleus']",761
762,331,MBO,Mammillary body,Interbrain,,"['root', 'Basic cell groups and regions', 'Brain stem', 'Interbrain', 'Hypothalamus', 'Hypothalamic medial zone']",762
763,210,LM,Lateral mammillary nucleus,Interbrain,,"['root', 'Basic cell groups and regions', 'Brain stem', 'Interbrain', 'Hypothalamus', 'Hypothalamic medial zone', 'Mammillary body']",763
764,491,MM,Medial mammillary nucleus,Interbrain,,"['root', 'Basic cell groups and regions', 'Brain stem', 'Interbrain', 'Hypothalamus', 'Hypothalamic medial zone', 'Mammillary body']",764
